CensusTract,TotalPopulation,Ozone,PM25,DieselPM,DrinkingWater,Lead,ToxRelease,Traffic,GroundwaterThreats,HazWaste,ImpWaterBodies,SolidWaste,Education,LinguisticIsolation,Poverty,Unemployment,Asthma
824,7028,0.035,8.535631506,0.176,203.34,41.85,126.6590017,491.7205276,46.0,0.095,0.0,0.0,11.1,10.2,12.8,2.9,66.86
825,5407,0.028,8.624771707,0.715,257.97,64.56,478.3166606,734.2034545,23.5,0.5,0.0,1.5,7.3,1.6,13.8,4.5,64.8
827,1557,0.028,8.353679068,0.484,377.87,37.28,386.7796631,1141.900882,5.5,0.025,2.0,0.0,0.8,3.1,24.1,2.5,37.99
828,4430,0.028,8.726242016,2.412,257.97,65.36,669.0993245,533.0768017,21.6,0.525,11.0,0.0,6.4,3.4,15.9,6.8,31.45
829,4355,0.028,8.611591681,0.458,257.97,71.24,518.161672,2452.63802,0.0,0.0,0.0,0.0,8.0,11.1,16.3,5.6,18.24
830,4432,0.039,8.118638424,0.251,289.69,57.84,67.7484347,1330.679286,15.0,0.05,0.0,0.0,7.7,8.4,9.1,2.5,30.75
831,3371,0.029,8.611185729,0.152,254.87,67.93,248.6019999,1575.322684,16.4,0.0,0.0,0.5,7.1,5.0,13.7,4.4,60.96
833,4044,0.045,8.877928854,0.032,597.54,22.68,178.6961301,387.3698015,0.0,0.0,11.0,0.0,2.9,0.0,14.5,4.9,33.56
834,7309,0.028,8.64130075,0.152,257.97,70.09,470.2013346,1144.661461,0.75,0.0,2.0,0.0,19.1,23.1,20.8,2.2,29.44
836,4245,0.037,8.397497432,0.249,428.22,63.62,115.8190002,895.1530184,42.75,0.01,2.0,0.0,6.6,3.9,14.9,3.8,26.78
837,4953,0.04,8.506959732,0.068,289.69,78.98,73.33253223,419.944277,2.3,0.0,1.0,0.0,30.7,6.2,38.1,10.4,58.38
838,4874,0.031,7.704625108,0.167,618.95,41.0,0.0033261,936.8078794,7.5,0.0,6.0,2.0,16.0,10.9,29.4,5.2,36.2
839,4967,0.039,8.662708796,0.505,289.69,35.97,123.0391006,2074.194598,7.5,0.25,0.0,0.0,12.7,17.8,13.2,8.1,21.1
840,3914,0.042,6.850124247,0.125,556.74,48.46,14.9200665,1029.916869,15.25,0.075,0.0,0.0,13.1,4.4,21.1,1.8,38.04
841,3803,0.039,8.391480516,0.289,255.8,39.8,107.461703,1613.682225,14.25,0.12,0.0,0.0,10.9,17.9,12.1,2.4,22.48
842,3247,0.04,8.26511597,0.136,289.69,43.26,48.4961662,1939.778686,0.0,0.0,3.0,0.0,9.5,5.6,9.9,3.3,41.51
843,5373,0.03,8.557599818,0.658,295.43,53.24,286.6829936,2551.159255,116.0,0.0,11.0,0.0,3.7,7.6,16.9,4.0,42.33
844,3872,0.03,8.956802218,0.337,108.41,63.45,1925.956645,628.8669325,8.25,0.0,2.0,0.0,3.4,7.0,13.8,3.2,40.06
845,1631,0.031,8.503771033,0.012,386.73,35.93,195.9536641,3445.082288,11.75,0.3,10.0,0.0,2.5,1.5,13.8,7.9,21.41
846,3388,0.043,7.062607659,0.516,516.56,30.77,16.61453343,1652.656532,2.5,0.075,0.0,2.0,6.7,2.0,16.5,4.9,38.04
847,3247,0.031,7.870316881,0.103,658.23,40.16,114.3293686,714.8010613,20.5,0.0,5.0,0.5,2.4,1.7,17.2,4.6,45.5
848,5625,0.035,8.196407601,0.352,426.1,48.29,95.72429913,1113.940009,19.75,0.0,4.0,0.0,14.7,12.6,24.1,2.7,14.86
850,4340,0.042,8.659986462,0.025,238.46,42.78,391.921992,890.9794857,1.2,0.0,0.0,0.0,7.2,5.4,34.3,9.9,171.45
851,4380,0.033,7.10755247,0.164,739.89,24.03,0.02315235,862.2131885,1.5,0.125,2.0,7.65,16.6,1.4,25.5,6.1,30.72
852,5430,0.039,8.49868585,0.164,289.69,29.6,99.10960133,1366.863246,15.0,0.0,0.0,0.0,8.2,19.2,16.2,7.6,28.28
853,5551,0.029,8.501959287,0.13,532.76,66.01,244.9596583,1450.441947,22.1,0.0,0.0,0.2,8.5,10.2,13.2,2.5,47.6
854,6642,0.042,8.258547231,0.052,473.92,4.54,202.388003,1269.289801,23.0,0.01,2.0,2.0,4.3,7.3,7.7,3.3,31.81
855,5679,0.03,7.171690385,0.005,788.39,46.77,28.5253671,443.8770446,45.5,0.0,7.0,17.5,6.1,2.5,17.7,4.6,43.61
856,5236,0.043,6.842119334,0.085,576.23,36.1,13.65053337,1717.804947,1.5,0.025,2.0,1.2,6.6,1.9,9.3,2.3,37.44
857,4582,0.032,7.323618471,0.126,155.23,23.34,0.0105943,696.0182079,13.5,0.0,4.0,0.0,10.2,3.3,25.4,7.8,57.26
858,4343,0.038,8.441122201,0.429,257.21,16.18,198.1359965,2217.859133,10.75,0.11,0.0,1.0,4.4,9.0,2.8,4.7,21.34
859,5861,0.031,8.437278976,0.202,172.55,45.73,153.2280019,1699.66893,18.25,0.0,1.0,0.0,4.8,4.3,37.5,2.3,32.32
860,6483,0.036,8.770079709,0.14,267.57,27.46,1445.09137,713.1179791,22.9,0.05,1.0,0.5,4.7,1.3,11.3,9.3,58.45
862,2813,0.028,8.660772738,0.817,257.97,57.29,625.4396668,622.1626112,10.1,0.695,10.0,0.0,8.4,4.9,20.0,3.0,24.61
863,3756,0.029,9.049984366,0.209,108.41,60.97,1143.464355,738.8329926,29.2,0.05,2.0,0.0,1.3,2.2,31.8,4.0,61.67
864,4054,0.031,7.949222424,0.103,513.52,14.22,158.4853338,800.4372261,13.25,0.125,5.0,0.45,14.5,6.8,13.8,2.7,39.89
865,3532,0.028,8.620479073,0.617,257.97,26.86,582.6946716,1470.173878,20.45,1.27,0.0,0.0,7.1,33.0,30.3,1.6,37.86
867,5054,0.032,8.844228772,0.297,108.41,12.33,843.2606812,694.0850081,0.0,0.25,10.0,0.0,4.7,4.1,8.6,4.9,49.01
868,6611,0.039,8.459641466,0.254,289.69,14.13,67.43516667,1626.979898,39.0,0.06,3.0,0.5,8.2,10.7,17.2,1.5,32.62
869,5947,0.034,8.364358978,0.355,365.73,41.44,82.55870057,1752.468687,97.5,0.7,2.0,0.0,1.6,10.5,9.0,2.4,52.06
870,8578,0.036,8.147095533,0.217,380.1,45.3,158.9366659,1073.523612,13.35,0.25,0.0,0.0,7.4,13.9,24.4,3.2,15.42
871,2648,0.028,8.501087508,0.498,487.62,10.55,567.6863505,1196.840379,83.75,14.95,17.0,5.0,0.7,2.0,8.5,2.3,33.0
872,8425,0.028,8.55792697,0.305,257.97,75.07,453.679657,1757.844942,0.8,0.0,2.0,0.0,9.3,12.7,16.5,5.5,27.66
873,4790,0.039,8.615563132,0.144,289.69,30.59,94.39383443,1263.944371,1.5,0.0,0.0,0.0,18.1,25.4,26.2,5.6,32.76
874,3323,0.036,8.483313484,0.262,203.34,10.37,148.7710012,949.370998,13.05,0.0,1.0,0.2,3.4,4.4,11.4,2.2,40.03
876,3950,0.033,5.585475686,0.004,493.66,67.21,0.0016767,305.4633473,5.5,0.0,5.0,7.5,5.1,0.0,23.4,5.4,59.59
877,3501,0.028,9.234587905,0.28,108.41,69.2,982.6983237,605.423531,14.35,0.135,0.0,0.0,4.2,1.6,40.7,7.1,38.32
878,3393,0.034,8.607185763,0.038,203.34,11.72,348.7596639,352.4274453,22.4,0.06,1.0,3.0,6.8,8.0,5.2,6.1,60.25
879,4745,0.028,8.583084821,0.49,257.97,50.48,550.909668,763.8617236,8.0,0.5,0.0,0.0,5.6,4.4,15.5,2.9,48.45
880,4588,0.038,8.476890714,0.315,222.95,5.6,122.2249985,1203.743031,6.7,0.32,0.0,0.0,2.7,10.8,6.0,5.7,22.52
881,6041,0.041,8.430052182,0.115,369.67,1.26,239.2113343,922.9670184,42.0,0.25,0.0,4.5,11.4,8.9,6.6,1.0,32.04
882,5035,0.029,8.435714458,0.115,301.86,55.04,244.6200027,925.1985824,36.0,0.0,9.0,0.0,7.2,6.7,9.4,5.4,38.09
883,5541,0.028,8.545169752,0.31,257.97,55.96,629.283315,1521.606657,0.0,0.16,10.0,0.0,13.9,11.9,16.1,3.9,19.58
884,5842,0.031,8.178096596,0.049,179.68,41.39,180.7400004,4203.935858,10.5,0.07,0.0,0.0,4.1,1.2,17.8,4.3,31.52
885,5265,0.038,8.319714077,0.324,289.69,44.07,139.8973313,2170.318886,9.55,0.0,1.0,0.0,7.7,14.3,17.3,4.0,25.24
886,5021,0.031,7.694945934,0.037,559.43,42.98,126.7473297,2004.720661,11.75,0.0,5.0,3.4,3.1,1.8,13.8,2.7,45.15
888,3493,0.034,6.535770465,0.228,393.02,14.58,0.03500415,1215.074128,10.5,0.125,5.0,0.5,14.1,0.0,4.8,0.5,41.01
889,4396,0.028,8.611591681,0.459,257.97,65.61,496.0929972,2550.641556,0.2,0.0,0.0,0.0,15.6,14.0,13.1,3.7,27.46
890,7722,0.039,8.779702298,0.038,252.41,38.39,868.5310263,955.5723319,39.5,0.0,2.0,0.0,10.4,7.1,31.5,5.2,50.13
891,4968,0.036,8.174442805,0.413,393.49,10.48,97.46940103,1994.136344,132.25,1.85,0.0,0.0,2.0,5.4,7.8,5.7,12.85
892,4864,0.029,9.063080675,1.352,108.41,51.58,1528.927348,2097.780325,46.5,0.21,12.0,1.0,9.1,12.8,20.5,3.9,26.06
893,6222,0.029,9.189519339,0.595,108.41,48.11,961.9150188,242.091266,12.3,0.235,1.0,0.0,3.9,4.3,64.8,5.1,16.81
894,6652,0.038,8.26864243,0.114,289.69,59.42,130.5333328,1030.69249,0.0,0.0,1.0,0.0,13.9,23.2,29.9,6.7,28.09
895,2964,0.036,10.09442291,0.29,394.03,54.36,658.6263328,1324.987399,7.0,0.0,0.0,0.0,17.9,8.5,26.1,4.3,35.22
896,5475,0.038,8.640851074,0.271,289.69,66.14,105.7677994,1514.17942,32.55,0.0,1.0,0.0,7.5,9.5,18.6,2.3,30.76
897,6890,0.035,8.147464677,0.422,581.64,38.51,102.6730982,1839.369511,26.8,0.45,4.0,0.0,2.4,1.6,7.4,8.8,12.34
898,4843,0.031,8.911985583,0.111,108.41,50.75,1219.122009,562.5472151,0.0,0.0,2.0,0.0,11.6,6.6,22.1,9.0,65.66
899,2998,0.042,8.174072771,0.012,532.31,45.57,463.528656,797.4347036,58.5,5.0,0.0,0.2,4.1,2.5,29.0,3.4,14.99
900,5144,0.035,6.132919441,0.037,813.18,31.59,0.03955295,866.3301349,35.8,1.0,6.0,10.0,11.1,3.9,13.5,2.6,31.52
901,4427,0.029,8.433552683,0.063,278.12,59.04,233.8266703,626.4949011,14.0,0.0,0.0,0.0,5.0,2.1,18.1,7.0,53.23
902,5846,0.035,5.976778763,0.005,559.79,28.87,0.0238005,192.3864075,20.6,0.0,6.0,3.35,8.8,3.2,20.5,2.8,34.31
903,5002,0.03,8.600383559,0.393,295.43,72.0,291.5933329,1774.539436,94.2,0.0,2.0,0.2,8.3,8.5,10.8,2.3,42.33
904,3315,0.038,8.357034394,0.964,203.34,8.96,180.2573293,1692.790914,12.2,0.22,0.0,0.0,4.1,17.4,8.0,2.8,21.46
905,3557,0.032,5.746123044,0.005,597.4,50.16,0.00133445,230.6560398,13.0,0.0,6.0,7.0,9.4,3.2,37.2,13.0,30.86
906,3973,0.028,9.271229976,0.336,108.41,66.62,656.9350077,1621.378386,21.7,0.0,1.0,0.0,4.4,2.4,13.4,1.4,68.19
907,3297,0.028,8.458054132,0.825,257.97,36.78,529.1380106,3043.476118,9.65,1.665,16.0,2.4,1.7,1.1,11.8,6.0,42.11
908,6108,0.031,8.660232422,0.141,422.3,23.06,567.8373413,1263.957459,9.3,0.025,1.0,0.0,5.4,1.4,11.9,4.3,86.33
909,8955,0.039,8.817784906,0.03,252.41,57.78,1056.350993,671.4726541,18.75,0.0,2.0,0.0,9.4,4.6,19.4,6.2,49.46
910,5805,0.029,8.611500064,0.326,391.89,56.46,256.384669,1851.292763,69.9,0.1,9.0,2.0,2.7,5.3,6.4,4.6,21.58
911,4214,0.042,8.664744509,0.131,238.46,25.36,285.875,1191.052903,0.0,0.0,0.0,0.0,8.0,4.3,18.2,7.4,111.11
912,7304,0.032,8.766968594,0.228,108.41,13.78,955.7223512,891.9619174,0.0,0.0,10.0,0.0,6.8,4.0,16.0,3.7,48.26
913,4438,0.039,7.996944016,0.062,404.78,15.96,99.56849923,1922.275223,3.0,0.0,0.0,1.0,9.8,13.9,10.8,5.4,26.93
914,7597,0.029,8.494081656,0.12,257.97,53.95,687.3553365,375.4098867,12.2,0.0,10.0,0.0,9.7,10.6,15.6,4.2,30.08
915,3725,0.028,8.588961714,0.846,257.97,71.41,462.5346781,368.4406819,3.9,0.05,0.0,0.25,10.7,7.2,20.4,1.8,55.45
917,4017,0.04,8.223217546,0.083,419.16,40.31,43.40293373,1982.929553,13.0,0.0,0.0,0.0,9.0,6.1,15.9,7.1,42.92
918,4229,0.028,8.714174551,1.652,257.97,66.68,651.1563416,554.5992197,24.5,0.075,11.0,0.0,9.1,10.8,18.3,2.3,29.95
919,9568,0.037,8.589443617,0.028,672.56,11.35,994.90035,1411.368585,16.5,0.1,3.0,0.0,3.2,2.0,5.4,4.1,47.43
921,3152,0.028,9.279790842,0.154,108.41,49.48,559.0733337,294.7651738,4.9,0.02,11.0,0.0,8.2,6.7,20.1,3.5,64.7
922,4563,0.028,8.637295646,0.874,257.97,30.56,571.7389933,1246.843879,11.85,0.96,0.0,0.0,6.8,10.5,28.2,1.4,33.14
923,8558,0.043,7.032722306,0.106,597.02,15.98,17.05006633,1792.208932,0.0,0.285,5.0,2.6,4.7,2.2,16.3,3.2,32.89
924,2047,0.035,9.044426753,0.033,297.4,13.65,1312.216003,383.5488392,8.3,0.0,1.0,0.0,6.5,4.4,13.0,6.0,83.11
925,3913,0.043,7.688926678,0.073,264.62,42.09,466.5626729,569.8781903,0.0,0.0,4.0,0.0,8.0,1.4,25.0,6.2,77.03
926,2707,0.029,9.1634663,0.175,108.41,76.93,651.7033386,259.0766555,19.0,0.0,1.0,0.0,5.7,2.8,22.6,6.9,73.44
927,7005,0.042,6.872261861,0.075,560.88,30.83,11.58395007,887.2137334,4.0,0.01,6.0,2.45,4.6,2.7,13.3,7.6,36.24
928,6076,0.031,6.209969263,0.055,718.33,38.92,0.0023741,482.6792203,11.5,0.0,8.0,2.0,12.6,2.6,24.7,4.3,36.41
929,5373,0.035,8.662037749,0.621,203.34,20.6,271.7906647,3002.347121,1.5,0.0,2.0,0.0,9.0,12.0,19.9,6.6,29.59
930,4094,0.039,8.29335021,0.315,289.69,19.68,83.5,1988.267007,35.35,0.01,1.0,2.0,1.5,5.0,12.0,0.6,30.78
931,4819,0.028,8.616685211,0.303,257.97,58.55,476.4070129,521.8356537,20.5,0.5,0.0,0.25,7.5,4.0,16.5,2.2,64.8
932,2605,0.028,9.579891896,0.15,108.41,53.02,771.6176656,580.9198868,54.0,2.025,0.0,0.0,6.6,12.4,24.6,3.1,37.18
933,3577,0.034,8.31767473,0.454,426.1,34.26,88.224734,912.1027985,34.35,0.0,4.0,0.0,10.8,12.1,20.6,2.8,19.77
935,3510,0.029,9.000881284,0.247,108.41,66.1,612.4300028,777.0315209,24.0,0.0,0.0,0.0,11.9,5.4,17.0,7.6,60.55
937,5499,0.04,8.19534888,0.075,409.31,43.93,38.9651006,802.8667025,13.0,0.0,0.0,0.0,20.3,13.0,29.1,3.4,36.21
938,5669,0.03,8.40486263,0.153,194.45,48.51,495.1393432,821.9759079,37.25,2.55,1.0,3.0,6.5,4.8,27.7,1.9,25.54
941,3263,0.031,7.572637572,0.241,510.18,31.69,1.7234166,1238.230468,11.0,0.0,9.0,2.5,11.1,6.5,26.5,3.8,35.57
942,4907,0.032,8.767801858,0.151,108.41,14.68,971.0050049,1892.088206,0.3,0.0,10.0,0.0,7.9,10.2,11.3,3.5,48.39
944,4834,0.038,8.742932879,0.141,289.69,28.16,126.2591629,889.0321232,0.0,0.25,3.0,0.1,13.3,14.0,8.3,5.3,26.84
945,3789,0.034,8.527243563,0.051,203.34,44.3,118.4166667,331.1579503,32.0,1.11,0.0,0.0,9.5,3.3,14.3,4.6,58.08
946,5407,0.029,8.568648299,0.138,637.79,28.2,256.8806661,1892.987262,1.45,0.0,0.0,0.0,8.2,8.3,9.7,1.2,49.23
947,3313,0.038,8.427760701,0.328,203.34,27.22,250.0299988,2013.526955,10.5,0.545,0.0,0.0,6.2,8.6,5.7,3.5,21.22
948,5806,0.044,8.420321193,0.061,463.84,22.86,89.88183343,562.647713,62.05,0.6,2.0,0.0,6.3,2.0,11.8,6.2,31.04
949,4117,0.04,8.488855555,0.306,285.98,30.83,606.982666,2416.561754,0.0,0.0,1.0,0.0,10.0,1.8,21.2,8.0,53.93
950,6955,0.037,8.481460385,0.053,238.83,19.08,428.0079956,4930.791686,18.5,0.0,1.0,2.0,3.6,7.1,9.9,5.9,22.94
951,4386,0.029,9.170834519,0.285,108.41,42.2,1079.826355,432.6027369,29.0,0.235,2.0,0.0,0.8,8.8,40.1,5.0,21.41
952,5946,0.036,8.106127601,0.456,557.83,37.73,479.0023295,1761.412526,15.0,0.11,4.0,0.0,5.5,13.5,12.5,4.1,8.14
953,3952,0.028,8.477380449,0.058,442.39,29.17,339.3380076,452.8251482,2.7,0.125,0.0,0.0,11.8,17.5,9.6,4.9,36.14
954,6492,0.036,8.813043144,0.052,292.33,36.02,1040.814351,659.4733977,34.25,0.0,2.0,0.0,3.5,4.4,15.0,7.7,33.81
955,6624,0.033,8.697375173,0.189,108.41,50.76,495.4183248,680.3505217,12.75,0.01,6.0,0.0,4.9,5.9,15.7,3.6,46.4
956,1165,0.03,8.012196351,0.013,491.35,48.19,478.1423391,1395.692882,12.85,0.1,14.0,0.5,0.7,2.2,17.3,2.4,20.54
957,5269,0.028,8.62975527,0.507,258.03,58.19,395.6366679,522.0505024,1.0,0.0,0.0,0.0,17.2,18.4,21.4,4.2,38.56
958,5195,0.035,8.064919218,0.354,403.46,31.09,129.7356669,1802.564028,0.0,0.075,5.0,0.0,6.8,11.0,16.6,4.7,14.08
959,6170,0.039,8.137869636,0.138,289.69,48.08,93.32020063,462.6580888,33.45,0.135,2.0,0.0,11.1,7.0,21.9,3.4,30.78
960,4521,0.039,8.091121736,0.161,289.69,54.75,57.68976847,1400.58055,1.0,0.1,1.0,0.0,3.8,7.3,17.2,4.8,26.98
961,6585,0.03,7.995145154,0.024,688.57,31.98,159.7989985,541.4478584,0.0,0.0,1.0,0.0,2.0,9.8,15.0,3.5,54.82
962,5011,0.028,8.631993446,0.461,257.97,76.79,421.3653259,479.6865597,0.5,0.0,0.0,0.0,23.2,13.1,18.2,4.3,49.01
963,8702,0.035,8.609929079,0.565,203.34,28.76,180.6253306,2342.457029,0.75,0.0,1.0,0.0,11.2,13.5,15.8,3.2,28.38
964,4960,0.028,8.659011255,0.137,257.97,60.81,568.3480021,444.6388776,0.0,0.0,10.0,0.0,12.6,12.7,21.4,3.1,18.89
965,8623,0.044,8.740550932,0.075,679.78,15.34,192.801061,507.2273229,0.0,0.0,17.0,1.0,6.2,1.3,15.2,6.0,31.09
966,5093,0.035,8.623253514,0.3,203.34,38.78,148.4226634,2907.026397,0.6,0.0,1.0,0.0,11.2,7.0,13.3,6.1,37.07
967,5676,0.038,8.380065306,0.395,456.31,47.55,133.5856654,2396.059182,33.3,0.0,1.0,0.0,6.9,8.5,18.2,2.4,25.1
968,2236,0.028,8.6036625,0.271,257.97,52.44,588.2166646,1434.256029,8.8,0.56,10.0,0.0,9.1,0.9,12.1,2.6,54.75
969,8447,0.029,8.368620728,0.093,720.37,61.96,240.7036743,1259.265965,29.65,0.0,9.0,1.25,7.4,12.2,11.2,3.8,19.85
970,6158,0.044,8.439782209,0.227,463.84,55.35,128.2335993,635.2308843,40.5,0.525,2.0,0.5,8.0,5.2,13.6,2.8,28.61
971,6081,0.039,8.284603643,0.07,289.69,63.17,73.4159012,727.2983271,19.05,0.05,1.0,0.0,8.5,10.6,13.9,3.4,26.16
972,6786,0.043,8.384682071,0.202,463.84,36.17,107.8215637,620.2238482,75.5,0.16,2.0,0.0,8.7,0.6,10.6,3.5,28.8
973,2313,0.034,5.499699881,0.001,781.37,44.99,0.0023429,112.5540649,31.0,0.0,7.0,9.25,4.5,1.2,23.9,6.6,25.3
974,5661,0.031,7.680468721,0.095,630.72,36.14,1.8256867,447.2572325,1.5,0.1,6.0,0.2,11.3,4.7,29.1,6.2,33.08
975,3590,0.039,8.521343819,0.046,289.69,47.75,85.64343513,723.8502901,26.5,0.6,1.0,0.0,6.3,3.5,14.3,5.1,38.51
976,2629,0.03,8.5696796,0.13,325.8,28.98,307.6793315,853.6456338,23.7,0.0,10.0,0.7,6.3,12.7,8.5,2.8,19.18
978,4659,0.036,8.183515103,0.179,380.76,22.99,158.8453318,1373.214099,28.0,0.25,0.0,0.0,2.9,11.7,10.7,7.8,14.09
979,4376,0.035,8.054414204,0.158,532.18,50.8,105.5960999,894.3998028,30.55,0.61,0.0,0.0,10.1,12.6,12.5,5.6,15.01
981,7625,0.037,8.424577133,0.486,203.34,29.0,117.742335,998.7382297,14.5,0.0,1.0,0.0,6.0,6.2,6.8,4.2,37.0
982,4690,0.029,8.533498033,0.242,632.17,64.94,249.3906657,784.5541203,23.45,0.0,9.0,1.2,4.0,7.0,14.0,5.8,22.35
983,5873,0.036,8.866247222,0.344,284.45,60.17,876.8410237,1164.728266,12.2,0.01,1.0,0.0,3.1,3.0,16.0,3.8,26.49
984,7344,0.033,7.351774422,0.128,409.81,57.06,0.006975167,867.3567203,73.05,0.0,4.0,1.0,7.4,4.2,25.1,3.8,43.8
985,5112,0.032,7.448644013,0.313,147.72,75.1,0.006616033,889.0994038,74.2,0.1,4.0,0.0,8.6,0.9,25.7,3.3,42.93
986,7284,0.04,8.346802977,0.23,289.69,31.47,56.62239963,1529.997808,8.0,0.0,3.0,0.0,7.2,5.7,12.3,3.1,40.86
988,4867,0.043,7.97515105,0.063,344.7,3.25,518.5706685,396.8592123,29.0,0.0,0.0,0.0,3.9,3.0,14.9,6.6,77.03
989,5303,0.038,8.523497333,0.085,203.34,21.86,104.2117971,1051.470576,27.5,0.0,0.0,0.0,6.0,11.4,4.6,3.3,22.52
990,4943,0.037,8.340440181,0.093,428.22,58.27,172.5296631,1291.551258,26.65,0.3,2.0,0.0,5.6,10.1,13.2,2.6,24.57
991,4891,0.028,8.621553,0.291,257.97,71.35,538.9643351,2021.779284,0.0,0.0,0.0,0.0,16.7,17.6,16.4,3.9,23.78
994,8195,0.029,8.471868345,0.13,681.62,39.41,257.2829997,1096.733361,10.0,0.0,0.0,0.0,11.5,12.3,8.4,1.0,31.41
995,2835,0.03,9.000188047,0.253,108.41,68.37,1814.829325,313.0413243,2.1,0.0,1.0,0.0,3.0,2.2,16.9,3.2,72.32
996,7384,0.037,8.381512306,0.287,312.79,5.92,201.5248006,1031.676374,0.75,2.425,4.0,0.0,1.5,14.8,12.3,2.8,22.8
997,4078,0.033,5.886367965,0.015,612.28,42.25,0.0032088,510.3547416,29.0,0.1,8.0,4.5,6.9,1.4,28.0,6.4,31.54
998,7126,0.042,8.324349178,0.279,588.29,25.64,125.5535329,1678.142881,18.75,0.25,3.0,0.0,7.6,0.0,15.9,2.6,29.66
999,5972,0.032,8.691764776,0.077,108.41,37.93,972.2263184,927.9834449,3.0,0.0,10.0,0.0,8.5,2.1,18.3,6.3,46.23
1000,5620,0.038,8.511262714,0.316,203.34,27.59,101.1306356,1497.1514,13.0,0.0,0.0,0.0,3.0,11.3,8.7,6.3,22.52
1001,6874,0.032,7.2483249,0.023,589.43,32.62,2.521586567,457.9092731,24.2,0.0,5.0,0.0,3.7,0.0,24.5,8.9,41.01
1003,3121,0.03,8.594561084,0.257,325.69,12.31,302.8689931,1248.104093,9.0,1.25,10.0,0.2,2.5,13.9,18.4,3.1,19.18
1004,5836,0.039,8.422231098,0.115,283.67,39.38,99.33119967,696.0817278,8.0,0.1,0.0,0.0,13.7,13.7,9.7,5.3,28.3
1005,5947,0.029,8.285247625,0.065,497.24,42.34,241.0860011,865.7881036,2.5,0.05,0.0,0.0,5.1,6.7,10.2,2.6,55.72
1006,6399,0.031,7.68888477,0.051,602.13,10.5,21.44839987,497.8870684,0.0,0.1,6.0,0.2,2.7,2.7,21.3,4.5,40.81
1007,2568,0.035,5.712773841,0.011,677.49,32.75,0.01657725,445.5155837,29.5,0.01,7.0,3.7,11.5,8.1,19.7,6.3,30.0
1008,3951,0.03,8.593889826,0.2,325.94,24.42,344.1666667,1596.497502,0.0,0.1,9.0,0.0,3.5,4.2,9.4,4.0,19.18
1010,3243,0.037,8.304923931,0.288,428.22,46.25,124.7886632,1242.503255,42.5,0.1,2.0,0.0,9.7,8.8,16.7,5.0,26.51
1011,2287,0.028,8.445627898,0.624,257.97,40.22,543.9856771,1376.056873,13.95,8.4,16.0,1.1,3.0,1.7,7.2,1.6,44.95
1013,2532,0.029,8.983798372,0.292,108.41,72.4,1590.219665,458.8295542,13.75,0.0,11.0,0.3,1.8,4.5,18.4,5.2,40.33
1014,6826,0.039,8.53471208,0.075,289.69,55.71,75.05236817,570.953281,3.0,0.66,3.0,0.0,7.6,1.3,10.1,5.8,38.51
1015,4267,0.035,8.483559996,0.677,203.34,17.77,159.0486704,5756.147404,0.0,0.0,0.0,0.0,5.0,10.2,6.4,4.0,34.61
1016,7444,0.038,8.468311029,0.139,555.23,43.23,126.5590006,910.3089326,24.0,0.0,0.0,0.0,6.4,12.4,15.9,3.9,21.7
1017,4269,0.03,8.351873776,0.151,194.45,61.61,461.939331,1801.020682,27.85,1.3,1.0,0.0,8.8,3.6,21.5,1.5,28.9
1018,3644,0.029,8.547660286,0.114,391.25,63.53,245.7746633,424.6526028,13.0,0.0,9.0,1.25,2.7,2.0,8.8,5.9,22.35
1019,3118,0.036,8.66876932,0.455,203.34,37.15,122.7163315,2505.639604,47.2,0.0,0.0,1.0,2.3,2.9,6.4,2.3,34.2
1020,4813,0.04,8.158805573,0.247,289.69,30.37,46.8488337,2049.218142,7.0,0.0,4.0,0.0,12.1,4.6,17.3,2.9,34.1
1021,4175,0.036,8.549774161,0.099,203.34,36.87,120.5886663,1084.43816,27.6,0.0,0.0,0.0,4.0,3.7,7.5,4.1,35.39
1022,4576,0.038,8.17408632,0.075,289.69,58.38,123.5993322,813.241779,28.75,0.1,2.0,0.0,10.8,8.1,16.2,5.1,19.1
1023,4488,0.04,8.002269096,0.034,651.47,37.01,34.41019883,671.6801271,1.5,1.35,0.0,0.0,7.2,6.2,9.2,3.2,41.14
1025,3981,0.032,8.062946539,0.112,713.46,32.65,111.7133306,1503.602512,90.0,0.7,3.0,0.0,1.6,9.2,16.1,4.3,21.55
1026,4899,0.036,8.104246637,0.238,387.25,41.35,128.5253321,1169.266083,32.55,2.05,0.0,0.0,6.6,11.0,14.7,3.6,18.39
1027,2693,0.029,8.59928188,0.285,556.46,32.85,269.6400096,2026.087591,0.0,0.05,1.0,1.0,4.8,10.5,13.5,1.7,29.89
1028,2803,0.03,7.042106785,0.004,1017.87,39.94,63.40930047,447.5570763,56.1,0.0,10.0,18.9,5.8,5.7,22.6,1.9,18.57
1029,5216,0.028,8.576242412,0.196,258.01,63.76,348.852005,396.3063446,2.0,0.01,0.0,0.0,22.1,17.1,22.8,3.9,38.19
1030,7118,0.028,8.833476849,0.226,108.41,27.78,558.2616781,511.4600198,25.8,0.16,14.0,8.0,6.3,4.8,6.6,4.5,39.46
1031,4865,0.04,8.51163952,0.044,388.5,35.43,63.64726513,503.2112662,5.0,0.0,0.0,0.0,13.0,7.3,14.5,8.3,41.77
1032,9787,0.042,8.301232321,0.161,497.62,4.0,184.5610021,1754.94992,1.5,0.05,3.0,1.0,5.7,8.2,3.8,4.0,31.08
